"site_name","year","trap_type","data_sources","catch","effort","cpue","latitude","longitude"
"Tulalip Bay",2021,"Minnow","WDFW",0,20,0,48.05376445,-122.272657725
"Twin Rivers",2024,"Fukui","WDFW",0,15,0,47.259804191,-123.01682447254
"Twin Rivers",2024,"Minnow","WDFW",0,14,0,47.259804191,-123.01682447254
"Twin Rivers",2024,"Shrimp","WDFW",0,2,0,47.259804191,-123.01682447254
"Wa'atch",2020,"Fukui","WSG",3,2,1.5,48.345,-124.67149
"Wa'atch",2022,"Fukui","WSG",14,4,3.5,48.345,-124.67149
"Wa'atch",2023,"Fukui","WSG",2,4,0.5,48.345,-124.67149
"Wa'atch Point",2023,"Shrimp","Makah",466,75,6.21333333333333,48.3413715724164,-124.680491293455
"Wa'atch Point",2024,"Shrimp","Makah",99,153,0.647058823529412,48.3413715724164,-124.680491293455
"Wa'atch River",2018,"Fukui","Makah",183,523,0.349904397705545,48.3447516928022,-124.670829539479
"Wa'atch River",2018,"Minnow","Makah",22,510,0.0431372549019608,48.3447516928022,-124.670829539479
"Wa'atch River",2018,"Russell","Makah",30,25,1.2,48.3447516928022,-124.670829539479
"Wa'atch River",2018,"Shrimp","Makah",31,11,2.81818181818182,48.3447516928022,-124.670829539479
"Wa'atch River",2019,"Fukui","Makah",148,332,0.44578313253012,48.3447516928022,-124.670829539479
"Wa'atch River",2019,"Minnow","Makah",22,306,0.0718954248366013,48.3447516928022,-124.670829539479
"Wa'atch River",2019,"Russell","Makah",19,18,1.05555555555556,48.3447516928022,-124.670829539479
"Wa'atch River",2019,"Shrimp","Makah",146,31,4.70967741935484,48.3447516928022,-124.670829539479
"Wa'atch River",2020,"Fukui","Makah",8,15,0.533333333333333,48.3447516928022,-124.670829539479
"Wa'atch River",2020,"Minnow","Makah",2,21,0.0952380952380952,48.3447516928022,-124.670829539479
"Wa'atch River",2020,"Russell","Makah",9,16,0.5625,48.3447516928022,-124.670829539479
"Wa'atch River",2020,"Shrimp","Makah",197,52,3.78846153846154,48.3447516928022,-124.670829539479
"Wa'atch River",2021,"Minnow","Makah",0,16,0,48.3447516928022,-124.670829539479
"Wa'atch River",2021,"Shrimp","Makah",103,32,3.21875,48.3447516928022,-124.670829539479
"Wa'atch River",2022,"Fukui","Makah",16,13,1.23076923076923,48.3447516928022,-124.670829539479
"Wa'atch River",2022,"Minnow","Makah",439,347,1.26512968299712,48.3447516928022,-124.670829539479
"Wa'atch River",2022,"Shrimp","Makah",3181,344,9.24709302325581,48.3447516928022,-124.670829539479
"Wa'atch River",2023,"Fukui","Makah",2,2,1,48.3447516928022,-124.670829539479
"Wa'atch River",2023,"Shrimp","Makah",1374,905,1.5182320441989,48.3447516928022,-124.670829539479
"Wa'atch River",2024,"Fukui","Makah",8,2,4,48.3447516928022,-124.670829539479
"Wa'atch River",2024,"Seine Net","Makah",78,7,11.1428571428571,48.3447516928022,-124.670829539479
"Wa'atch River",2024,"Shrimp","Makah",479,613,0.781402936378467,48.3447516928022,-124.670829539479
"Waikiki Lagoon",2021,"Fukui","WDFW",0,18,0,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2021,"Minnow","WDFW",0,18,0,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2022,"Fukui","WDFW",0,35,0,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2022,"Minnow","WDFW",2,35,0.0571428571428571,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2023,"Fukui","WDFW",0,10,0,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2023,"Minnow","WDFW",0,10,0,46.2792264962041,-124.061905144354
"Waikiki Lagoon",2023,"Shrimp","WDFW",0,10,0,46.2792264962041,-124.061905144354
"Walan Point",2018,"Fukui","WDFW",0,60,0,48.0723004836689,-122.743946985358
"Walan Point",2018,"Minnow","WDFW",0,62,0,48.0723004836689,-122.743946985358
"Walan Point",2023,"Fukui","WDFW",0,45,0,48.0723004836689,-122.743946985358
"Walan Point",2023,"Minnow","WDFW",0,45,0,48.0723004836689,-122.743946985358
"Walan Point",2023,"Shrimp","WDFW",0,5,0,48.0723004836689,-122.743946985358
"Walan Point",2024,"Fukui","WDFW",0,30,0,48.0723004836689,-122.743946985358
"Walan Point",2024,"Minnow","WDFW",0,30,0,48.0723004836689,-122.743946985358
"Walan Point",2024,"Shrimp","WDFW",0,5,0,48.0723004836689,-122.743946985358
"Wallacut River",2021,"Fukui","WDFW",0,10,0,46.3189350854545,-124.013369370909
"Wallacut River",2021,"Minnow","WDFW",0,11,0,46.3189350854545,-124.013369370909
"Washington Harbor",2017,"Fukui","WSG",0,3,0,48.0883222880662,-123.043779993232
"Washington Harbor",2018,"Fukui","WSG",0,4,0,48.0883222880662,-123.043779993232
"Washington Harbor",2019,"Fukui","WSG",0,4,0,48.0883222880662,-123.043779993232
"Washington Harbor",2020,"Fukui","WSG",0,4,0,48.0883222880662,-123.043779993232
"Washington Harbor",2021,"Fukui","WDFW, WSG",0,78,0,48.0883222880662,-123.043779993232
"Washington Harbor",2021,"Minnow","WDFW",0,88,0,48.0883222880662,-123.043779993232
"Washington Harbor",2022,"Fukui","WDFW, WSG",0,54,0,48.0883222880662,-123.043779993232
"Washington Harbor",2022,"Minnow","WDFW",0,51,0,48.0883222880662,-123.043779993232
"Washington Harbor",2023,"Fukui","WSG",0,4,0,48.0883222880662,-123.043779993232
"Weavering Spit",2017,"Fukui","WSG",0,4,0,48.48124,-122.5868
"Weavering Spit",2018,"Fukui","WSG",0,4,0,48.48124,-122.5868
"West 90 North",2017,"Fukui","WSG",0,4,0,48.5504455,-122.499990633333
"West 90 North",2018,"Fukui","WSG, Padilla",0,16,0,48.5504455,-122.499990633333
"West 90 North",2018,"Minnow","Padilla",0,12,0,48.5504455,-122.499990633333
"West 90 North",2019,"Fukui","WSG, Padilla",0,16,0,48.5504455,-122.499990633333
"West 90 North",2019,"Minnow","Padilla",0,12,0,48.5504455,-122.499990633333
"West 90 North",2020,"Fukui","WSG, Padilla",0,32,0,48.5504455,-122.499990633333
"West 90 North",2020,"Minnow","Padilla",0,30,0,48.5504455,-122.499990633333
"West 90 North",2021,"Fukui","WSG, Padilla",0,26,0,48.5504455,-122.499990633333
"West 90 North",2021,"Minnow","Padilla",0,42,0,48.5504455,-122.499990633333
"West 90 North",2022,"Fukui","WSG, Padilla",2,81,0.0246913580246914,48.5504455,-122.499990633333
"West 90 North",2022,"Minnow","Padilla",4,124,0.032258064516129,48.5504455,-122.499990633333
"West 90 North",2023,"Fukui","WSG, Padilla",1,118,0.00847457627118644,48.5504455,-122.499990633333
"West 90 North",2023,"Minnow","Padilla",1,116,0.00862068965517241,48.5504455,-122.499990633333
"West 90 North",2024,"Fukui","Padilla",8,78,0.102564102564103,48.5504455,-122.499990633333
"West 90 North",2024,"Minnow","Padilla",28,152,0.184210526315789,48.5504455,-122.499990633333
"West 90 South",2020,"Fukui","Padilla",1,25,0.04,48.535045,-122.487583
"West 90 South",2020,"Minnow","Padilla",1,42,0.0238095238095238,48.535045,-122.487583
"West 90 South",2021,"Fukui","Padilla",0,9,0,48.535045,-122.487583
"West 90 South",2021,"Minnow","Padilla",1,31,0.032258064516129,48.535045,-122.487583
"West 90 South",2022,"Fukui","Padilla",0,6,0,48.535045,-122.487583
"West 90 South",2022,"Minnow","Padilla",1,24,0.0416666666666667,48.535045,-122.487583
"West 90 South",2023,"Fukui","Padilla",1,112,0.00892857142857143,48.535045,-122.487583
"West 90 South",2023,"Minnow","Padilla",4,114,0.0350877192982456,48.535045,-122.487583
"West 90 South",2024,"Fukui","Padilla",4,74,0.0540540540540541,48.535045,-122.487583
"West 90 South",2024,"Minnow","Padilla",33,148,0.222972972972973,48.535045,-122.487583
"West Pass",2020,"Fukui","WDFW",0,33,0,48.2623243811553,-122.436567717803
"West Pass",2020,"Minnow","WDFW",0,32,0,48.2623243811553,-122.436567717803
"West Samish Bay",2020,"Fukui","Padilla",0,39,0,48.55841,-122.47794
"West Samish Bay",2020,"Minnow","Padilla",0,44,0,48.55841,-122.47794
"Westcott Bay",2016,"Fukui","WSG",1,4,0.25,48.6083411,-123.1435999
"Westcott Bay",2017,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay",2018,"Fukui","WSG",1,4,0.25,48.6083411,-123.1435999
"Westcott Bay",2019,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay",2020,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay",2021,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay",2022,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay",2023,"Fukui","WSG",0,4,0,48.6083411,-123.1435999
"Westcott Bay Marsh",2018,"Fukui","WDFW",1,53,0.0188679245283019,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2018,"Minnow","WDFW",0,46,0,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2018,"Shrimp","WDFW",0,2,0,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2019,"Fukui","WDFW",1,52,0.0192307692307692,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2019,"Minnow","WDFW",0,62,0,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2023,"Fukui","WDFW",0,29,0,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2023,"Minnow","WDFW",0,26,0,48.6081977392319,-123.143181695628
"Westcott Bay Marsh",2023,"Shrimp","WDFW",0,10,0,48.6081977392319,-123.143181695628
"Westport Airport",2021,"Fukui","WDFW",20,16,1.25,46.8933160527778,-124.095316752778
"Westport Airport",2021,"Hand","WDFW",1,1,1,46.8933160527778,-124.095316752778
"Westport Airport",2021,"Minnow","WDFW",24,15,1.6,46.8933160527778,-124.095316752778
"Westport Ballfield",2021,"Fukui","WDFW",4,16,0.25,46.8858388125,-124.0994620625
"Westport Ballfield",2021,"Minnow","WDFW",9,16,0.5625,46.8858388125,-124.0994620625
"White Point Lagoon",2018,"Fukui","WDFW",0,5,0,48.5967056436,-123.16882454
"White Point Lagoon",2018,"Minnow","WDFW",0,5,0,48.5967056436,-123.16882454
"White Point Lagoon",2023,"Fukui","WDFW",0,5,0,48.5967056436,-123.16882454
"White Point Lagoon",2023,"Minnow","WDFW",0,5,0,48.5967056436,-123.16882454
"White Point Lagoon",2023,"Shrimp","WDFW",0,2,0,48.5967056436,-123.16882454
"Willapa Bay Bridge",2023,"Fukui","WDFW",1,38,0.0263157894736842,46.4289644712171,-123.902638363487
"Willapa Bay Bridge",2023,"Minnow","WDFW",2,38,0.0526315789473684,46.4289644712171,-123.902638363487
"Willapa Bay Bridge",2023,"Shrimp","WDFW",8,30,0.266666666666667,46.4289644712171,-123.902638363487
"Winslow Wharf",2024,"Shrimp","WDFW",0,15,0,47.6216178633333,-122.521438555556
"Wolfe Property",2022,"Fukui","WDFW",0,89,0,47.886790165991,-122.629560194892
"Wolfe Property",2022,"Minnow","WDFW",0,97,0,47.886790165991,-122.629560194892
"Zelatched Point",2016,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"Zelatched Point",2017,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"Zelatched Point",2018,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"Zelatched Point",2019,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"Zelatched Point",2020,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"Zelatched Point",2021,"Fukui","WSG",0,3,0,47.7113514,-122.8199679
"Zelatched Point",2022,"Fukui","WSG",0,3,0,47.7113514,-122.8199679
"Zelatched Point",2023,"Fukui","WSG",0,4,0,47.7113514,-122.8199679
"ada",2008,"Fukui","DFO",0,6,0,52.056885,-128.05145
"ada",2012,"Fukui","DFO",0,6,0,52.056885,-128.05145
"agamemnon",2013,"Fukui","DFO",0,5,0,49.71353,-124.0815
"alpha",2011,"Fukui","DFO",0,6,0,53.20457,-132.2118
"amai",2010,"Fukui","DFO",328,12,27.3333333333333,50.02465,-127.0826
"amaimid",2010,"Fukui","DFO",5,11,0.454545454545455,50.0216,-127.102963636364
"anchorage",2007,"Fukui","DFO",6,11,0.545454545454545,50.3055095454545,-127.808145454545
"anchorage",2015,"Fukui","DFO",0,6,0,50.3055095454545,-127.808145454545
"anderson",2012,"Fukui","DFO",0,6,0,48.3597116666667,-123.65935
"anderson",2013,"Fukui","DFO",7,6,1.16666666666667,48.3597116666667,-123.65935
"anderson",2015,"Fukui","DFO",147,24,6.125,48.3597116666667,-123.65935
"apple",2012,"Fukui","DFO",0,18,0,50.6054410416667,-127.655841666667
"apple",2013,"Fukui","DFO",0,24,0,50.6054410416667,-127.655841666667
"apple",2014,"Fukui","DFO",4,36,0.111111111111111,50.6054410416667,-127.655841666667
"apple",2023,"Fukui","DFO",67,12,5.58333333333333,50.6054410416667,-127.655841666667
"ardmillan",2012,"Fukui","DFO",0,6,0,52.1882,-128.126433333333
"ardmillan",2014,"Fukui","DFO",0,6,0,52.1882,-128.126433333333
"ardmillan",2016,"Fukui","DFO",0,6,0,52.1882,-128.126433333333
"arnoup",2008,"Fukui","DFO",0,18,0,52.9682466666667,-128.674066666667
"ashton",2008,"Fukui","DFO",0,6,0,53.80853,-128.9008
"athlonesouth",2008,"Fukui","DFO",0,6,0,52.18022,-128.3875
"atleo",2010,"Fukui","DFO",1,12,0.0833333333333333,49.369225,-126.06195
"atli",2012,"Fukui","DFO",0,6,0,52.14263,-128.0755
"austin",2015,"Fukui","DFO",0,6,0,48.864045,-125.314
"austin",2016,"Fukui","DFO",0,6,0,48.864045,-125.314
"axeeast",2012,"Fukui","DFO",0,6,0,52.2138933333333,-128.384766666667
"axeeast",2014,"Fukui","DFO",0,6,0,52.2138933333333,-128.384766666667
"axeeast",2016,"Fukui","DFO",0,6,0,52.2138933333333,-128.384766666667
"axemid",2012,"Fukui","DFO",0,6,0,52.219,-128.3895
"axenorth",2012,"Fukui","DFO",0,6,0,52.2312,-128.3787
"axewest",2012,"Fukui","DFO",0,6,0,52.214735,-128.3891
"axewest",2016,"Fukui","DFO",0,6,0,52.214735,-128.3891
"bacchante",2010,"Fukui","DFO",0,12,0,49.45393,-126.0346
"balch",2011,"Fukui","DFO",0,6,0,53.22872,-132.0953
"bamfield",2009,"Fukui","DFO",0,12,0,48.8150926268116,-125.157203140097
"bamfield",2013,"Fukui","DFO",0,23,0,48.8150926268116,-125.157203140097
"bamfield",2014,"Fukui","DFO",0,24,0,48.8150926268116,-125.157203140097
"bamfield",2015,"Fukui","DFO",0,24,0,48.8150926268116,-125.157203140097
"bamfield",2016,"Fukui","DFO",0,12,0,48.8150926268116,-125.157203140097
"bamfield",2023,"Fukui","DFO",2,18,0.111111111111111,48.8150926268116,-125.157203140097
"banfield",2013,"Fukui","DFO",0,6,0,48.43801,-123.3864
"baresides",2006,"Fukui","DFO",0,6,0,50.52887,-125.9919
"barnes",2012,"Fukui","DFO",0,6,0,48.360005,-123.653516666667
"barnes",2013,"Fukui","DFO",4,6,0.666666666666667,48.360005,-123.653516666667
"barnes",2015,"Fukui","DFO",100,12,8.33333333333333,48.360005,-123.653516666667
"barr",2006,"Fukui","DFO",0,6,0,49.91542,-126.7866
"barrier",2018,"Fukui","DFO",0,6,0,52.79222,-131.9695
"bawden",2006,"Fukui","DFO",0,6,0,49.29111,-126.0064
"beak",2012,"Fukui","DFO",0,12,0,52.246135,-128.1553
"beattie",2011,"Fukui","DFO",0,6,0,53.022,-131.903
"bell",2012,"Fukui","DFO",0,6,0,52.43342,-128.0826
"benson",2016,"Fukui","DFO",0,6,0,48.88548,-125.381
"berry",2016,"Fukui","DFO",0,5,0,52.28578,-128.2941
"bigfrypanwest",2011,"Fukui","DFO",0,6,0,51.48098,-127.7203
"birdwest",2013,"Fukui","DFO",0,6,0,50.19918,-125.0937
"blenkinsop",2006,"Fukui","DFO",0,12,0,50.484505,-126.0023
"boatnorth",2012,"Fukui","DFO",0,6,0,52.30953,-128.3725
"boatsouth",2012,"Fukui","DFO",0,6,0,52.306065,-128.37415
"boatsouth",2016,"Fukui","DFO",0,6,0,52.306065,-128.37415
"bob",2012,"Fukui","DFO",0,6,0,52.05153,-128.1063
"boddy",2012,"Fukui","DFO",0,6,0,52.1284,-128.3184
"bodegalagoon",2010,"Fukui","DFO",4,7,0.571428571428571,49.73317,-126.6444
"bodeganorth",2010,"Fukui","DFO",1,6,0.166666666666667,49.74243,-126.6448
"bookerbeach",2007,"Fukui","DFO",0,6,0,50.79202,-126.7486
"bookercoast",2007,"Fukui","DFO",0,12,0,50.783275,-126.77575
"bookerislet",2007,"Fukui","DFO",0,12,0,50.79092,-126.7656
"bookersouth",2007,"Fukui","DFO",0,6,0,50.77407,-126.7706
"boot",2013,"Fukui","DFO",0,6,0,48.78895,-123.1995
"boothcanal",2013,"Fukui","DFO",0,6,0,48.86702,-123.5502
"bootmid",2011,"Fukui","DFO",0,6,0,52.11052,-127.7767
"bootnorth",2008,"Fukui","DFO",0,12,0,52.1105,-127.752
"bootsouth",2008,"Fukui","DFO",0,12,0,52.106675,-127.752275
"bootsouth",2011,"Fukui","DFO",0,6,0,52.106675,-127.752275
"botanycove",2011,"Fukui","DFO",0,6,0,52.7305,-131.9441
"botanyend",2011,"Fukui","DFO",0,6,0,52.715645,-131.91995
"botanyend",2018,"Fukui","DFO",0,6,0,52.715645,-131.91995
"bottleneck",2007,"Fukui","DFO",0,6,0,49.44484,-126.2156
"bottleneck",2015,"Fukui","DFO",17,6,2.83333333333333,49.44484,-126.2156
"boundarymudflatnorth",2013,"Fukui","DFO",0,6,0,49.05865,-122.8692
"boundarymudflatsouth",2013,"Fukui","DFO",0,6,0,49.0623,-122.8751
"brabant",2015,"Fukui","DFO",1,6,0.166666666666667,48.938125,-125.31075
"brabant",2016,"Fukui","DFO",14,6,2.33333333333333,48.938125,-125.31075
"brackett",2013,"Fukui","DFO",0,6,0,48.77843,-123.2729
"brew",2013,"Fukui","DFO",0,6,0,49.7726,-124.3789
"broad",2011,"Fukui","DFO",0,6,0,51.28432,-127.595
"brooklyn",2013,"Fukui","DFO",0,12,0,49.66466,-124.9194
"browning",2007,"Fukui","DFO",6,12,0.5,50.50672,-128.0824
"brundigeend",2009,"Fukui","DFO",0,6,0,54.58553,-130.8941
"brundigemid",2009,"Fukui","DFO",0,6,0,54.59773,-130.8846
"buckley",2007,"Fukui","DFO",0,36,0,49.5417372222222,-124.860844444444
"buckley",2013,"Fukui","DFO",0,6,0,49.5417372222222,-124.860844444444
"buckley",2016,"Fukui","DFO",0,6,0,49.5417372222222,-124.860844444444
"buie",2008,"Fukui","DFO",0,6,0,52.96975,-128.6612
"bullockmid",2012,"Fukui","DFO",0,12,0,52.36251,-128.06455
"bullockmouth",2012,"Fukui","DFO",0,6,0,52.41535,-128.0831
"burleith",2013,"Fukui","DFO",0,6,0,49.00717,-123.8136
"burlo",2009,"Fukui","DFO",0,6,0,48.82242,-125.1475
"burnt",2011,"Fukui","DFO",0,6,0,51.318,-127.1623
"bute",2013,"Fukui","DFO",0,6,0,48.99652,-123.7926
"byrnes",2007,"Fukui","DFO",0,18,0,50.9084566666667,-127.294566666667
"cabin",2011,"Fukui","DFO",0,6,0,53.19677,-132.2801
"cachalot",2010,"Fukui","DFO",36,12,3,49.99761,-127.1326
"cameron",2011,"Fukui","DFO",0,6,0,53.1522,-132.0808
"canal",2012,"Fukui","DFO",0,6,0,52.09202,-128.0846
"cannery",2013,"Fukui","DFO",0,6,0,49.1207,-123.1792
"canoe",2011,"Fukui","DFO",272,48,5.66666666666667,48.9533659523809,-125.250095734127
"canoe",2012,"Fukui","DFO",44,70,0.628571428571429,48.9533659523809,-125.250095734127
"canoe",2012,"GearCode_50","DFO",1,48,0.0208333333333333,48.9533659523809,-125.250095734127
"canton",2010,"Fukui","DFO",0,12,0,49.7923,-126.4761
"caponero",2008,"Fukui","DFO",0,6,0,53.51733,-129.2758
"carmichael",2011,"Fukui","DFO",0,6,0,52.99107,-131.936
"cataract",2007,"Fukui","DFO",2,17,0.117647058823529,49.0175538235294,-125.281364705882
"cataract",2008,"Fukui","DFO",13,6,2.16666666666667,49.0175538235294,-125.281364705882
"cataractnorth",2010,"Fukui","DFO",7,6,1.16666666666667,49.01985,-125.2764
"cataractnorthwest",2007,"Fukui","DFO",2,17,0.117647058823529,49.0242323529412,-125.282829411765
"cavin",2012,"Fukui","DFO",0,6,0,52.187165,-128.13405
"cavin",2016,"Fukui","DFO",0,6,0,52.187165,-128.13405
"cayuse",2012,"Fukui","DFO",0,18,0,50.38072125,-127.464645833333
"cayuse",2013,"Fukui","DFO",0,24,0,50.38072125,-127.464645833333
"cayuse",2014,"Fukui","DFO",0,18,0,50.38072125,-127.464645833333
"cayuse",2023,"Fukui","DFO",8,18,0.444444444444444,50.38072125,-127.464645833333
"chambers",2009,"GearCode_76","DFO",0,2,0,54.92267,-129.989
"chambers",2009,"GearCode_82","DFO",0,1,0,54.92267,-129.989
"character",2014,"Fukui","DFO",0,24,0,48.88318875,-125.05905
"character",2015,"Fukui","DFO",0,24,0,48.88318875,-125.05905
"chemainus",2013,"Fukui","DFO",0,18,0,48.9064433333333,-123.6723
"chena",2006,"Fukui","DFO",20,17,1.17647058823529,49.8753755882353,-126.980905882353
"chena",2009,"Fukui","DFO",14,12,1.16666666666667,49.8753755882353,-126.980905882353
"chena",2010,"Fukui","DFO",6,12,0.5,49.8753755882353,-126.980905882353
"chisholm",2011,"Fukui","DFO",0,6,0,53.18585,-132.2537
"chonat",2006,"Fukui","DFO",0,12,0,50.29142,-125.30695
"christiebay",2011,"Fukui","DFO",0,6,0,53.19727,-132.2137
"cigaretteeast",2009,"Fukui","DFO",158,12,13.1666666666667,49.0063411444805,-125.290424512987
"cigaretteeast",2010,"Fukui","DFO",8,6,1.33333333333333,49.0063411444805,-125.290424512987
"cigaretteeast",2011,"Fukui","DFO",24,12,2,49.0063411444805,-125.290424512987
"cigaretteeast",2013,"Fukui","DFO",412,24,17.1666666666667,49.0063411444805,-125.290424512987
"cigaretteeast",2014,"Fukui","DFO",569,21,27.0952380952381,49.0063411444805,-125.290424512987
"cigaretteeast",2015,"Fukui","DFO",276,22,12.5454545454545,49.0063411444805,-125.290424512987
"cigaretteeast",2016,"Fukui","DFO",312,10,31.2,49.0063411444805,-125.290424512987
"cigaretteeast",2022,"Fukui","DFO",65,12,5.41666666666667,49.0063411444805,-125.290424512987
"cigarettewest",2009,"Fukui","DFO",80,6,13.3333333333333,49.0071166666667,-125.2931
"cigarettewest",2010,"Fukui","DFO",2,6,0.333333333333333,49.0071166666667,-125.2931
"cigarettewest",2011,"Fukui","DFO",29,6,4.83333333333333,49.0071166666667,-125.2931
"clarke",2019,"Fukui","DFO",0,18,0,48.8883233333333,-125.3795
"clatsehead",2012,"Fukui","DFO",0,13,0,52.3403546153846,-127.842238461538
"clatsemid",2012,"Fukui","DFO",0,6,0,52.35501,-127.8548
"clifton",2014,"Fukui","DFO",0,24,0,48.91822,-125.0619125
"clifton",2015,"Fukui","DFO",0,24,0,48.91822,-125.0619125
"clio",2006,"Fukui","DFO",11,11,1,49.3986583333333,-126.178866666667
"clio",2006,"GearCode_90","DFO",3,1,3,49.3986583333333,-126.178866666667
"clio",2010,"Fukui","DFO",0,12,0,49.3986583333333,-126.178866666667
"coalharbour",2012,"Fukui","DFO",5,12,0.416666666666667,50.597845,-127.571614015152
"coalharbour",2013,"Fukui","DFO",6,24,0.25,50.597845,-127.571614015152
"coalharbour",2014,"Fukui","DFO",86,66,1.3030303030303,50.597845,-127.571614015152
"coalharbour",2023,"Fukui","DFO",115,18,6.38888888888889,50.597845,-127.571614015152
"coaster",2015,"Fukui","DFO",0,6,0,48.894915,-125.3308
"coaster",2016,"Fukui","DFO",2,6,0.333333333333333,48.894915,-125.3308
"codvillebeach",2008,"Fukui","DFO",0,6,0,52.07465,-127.8661
"codvilleeast",2011,"Fukui","DFO",0,6,0,52.05935,-127.8356
"codvillenorth",2011,"Fukui","DFO",0,6,0,52.07697,-127.8618
"codvillesouth",2011,"Fukui","DFO",0,6,0,52.0424,-127.8671
"coldwell",2012,"Fukui","DFO",0,6,0,52.3326,-128.0377
"conglomerate",2011,"Fukui","DFO",0,6,0,53.06123,-131.8577
"conuma",2010,"Fukui","DFO",1,12,0.0833333333333333,49.7883,-126.44585
"cooperscove",2012,"Fukui","DFO",9,11,0.818181818181818,48.3906346320346,-123.656812554113
"cooperscove",2013,"Fukui","DFO",175,6,29.1666666666667,48.3906346320346,-123.656812554113
"cooperscove",2015,"Fukui","DFO",855,42,20.3571428571429,48.3906346320346,-123.656812554113
"coopersnorth",2012,"Fukui","DFO",3,6,0.5,48.39428,-123.65445
"coopersnorth",2013,"Fukui","DFO",63,6,10.5,48.39428,-123.65445
"courtenay",2013,"Fukui","DFO",0,6,0,49.66375,-124.9446
"crescentmarina",2013,"Fukui","DFO",0,6,0,49.05658,-122.8669
"crow",2009,"Fukui","DFO",0,12,0,54.711335,-130.2101
"cufra",2013,"Fukui","DFO",0,6,0,49.01343,-123.6852
"cultuseast",2011,"Fukui","DFO",0,6,0,51.92512,-128.1847
"cultuswest",2011,"Fukui","DFO",0,6,0,51.92783,-128.2126
"cumshewa",2011,"Fukui","DFO",0,6,0,53.16432,-132.0585
"cunninghamnorth",2008,"Fukui","DFO",0,6,0,52.2317775,-128.0063
"cunninghamnorth",2011,"Fukui","DFO",0,12,0,52.2317775,-128.0063
"cunninghamsouth",2008,"Fukui","DFO",0,6,0,52.2230227272727,-128.016986363636
"cunninghamsouth",2011,"Fukui","DFO",0,11,0,52.2230227272727,-128.016986363636
"curlew",2008,"Fukui","DFO",0,12,0,53.27596,-129.3261
"cypress",2006,"Fukui","DFO",2,12,0.166666666666667,49.2722841666667,-125.910916666667
"cypress",2010,"Fukui","DFO",21,18,1.16666666666667,49.2722841666667,-125.910916666667
"danube",2008,"Fukui","DFO",0,6,0,53.58293,-128.9584
"darby",2011,"Fukui","DFO",0,6,0,51.50463,-127.6863
"darr",2007,"Fukui","DFO",6,6,1,49.448055,-126.2922
"darr",2010,"Fukui","DFO",0,6,0,49.448055,-126.2922
"davey",2011,"Fukui","DFO",0,6,0,53.05392,-131.9894
"david",2016,"Fukui","DFO",0,6,0,52.87422,-128.1217
"davis",2007,"Fukui","DFO",0,11,0,50.88557,-127.0079
"dawson",2011,"Fukui","DFO",0,6,0,53.05322,-131.9142
"dearth",2012,"Fukui","DFO",0,6,0,52.2592,-128.2126
"debris",2007,"Fukui","DFO",30,12,2.5,50.298825,-127.723575
"debris",2015,"Fukui","DFO",19,6,3.16666666666667,50.298825,-127.723575
"deenacreek",2011,"Fukui","DFO",0,6,0,53.15592,-132.1165
"dempster",2015,"Fukui","DFO",0,6,0,48.90773,-125.2669
"dempster",2016,"Fukui","DFO",0,5,0,48.90773,-125.2669
"denad",2007,"Fukui","DFO",271,35,7.74285714285714,50.5365342857143,-128.007247142857
"denad",2012,"Fukui","DFO",10,6,1.66666666666667,50.5365342857143,-128.007247142857
"diggs",2012,"Fukui","DFO",12,17,0.705882352941177,50.5014835732364,-127.851639629955
"diggs",2013,"Fukui","DFO",10,23,0.434782608695652,50.5014835732364,-127.851639629955
"diggs",2014,"Fukui","DFO",15,18,0.833333333333333,50.5014835732364,-127.851639629955
"diggs",2023,"Fukui","DFO",106,16,6.625,50.5014835732364,-127.851639629955
"doben",2009,"GearCode_76","DFO",0,6,0,55.45147,-129.7711
"dodd",2015,"Fukui","DFO",0,6,0,48.91725,-125.33145
"dodd",2016,"Fukui","DFO",12,6,2,48.91725,-125.33145
"doerr",2013,"Fukui","DFO",63,6,10.5,48.36293,-123.6357
"donkey",2012,"Fukui","DFO",0,6,0,52.14683,-128.0718
