Effort Type,Year,Month,Date Deployed,Location,Site Code,Trap Type,Trap Number,Bait Type,Latitude,Longitude,Date Retrieved,Count of EGC,Male,Female,Gravid,Comments
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,56,HERRING,48.34557,-124.67074,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,57,HERRING,48.34528,-124.66534,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,62,HERRING,48.35181,-124.64635,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,63,HERRING,48.34532,-124.67071,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,67,HERRING,48.34359,-124.66581,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,68,HERRING,48.34533,-124.66958,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,69,HERRING,48.35076,-124.6532,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,71,HERRING,48.34552,-124.67113,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,72,HERRING,48.34547,-124.6714,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,73,HERRING,48.35059,-124.64452,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,74,HERRING,48.34492,-124.66911,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,75,HERRING,48.34358,-124.66891,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,76,HERRING,48.35009,-124.64599,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,77,HERRING,48.35031,-124.65559,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,78,HERRING,48.34479,-124.66404,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,80,HERRING,48.34772,-124.6611,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,81,HERRING,48.35043,-124.64512,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,82,HERRING,48.34336,-124.66574,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,84,HERRING,48.3514,-124.64222,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,86,HERRING,48.3433,-124.66897,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,87,HERRING,48.34367,-124.6699,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,FUKUI,89,HERRING,48.35118,-124.64178,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,1,HERRING,48.34469,-124.66421,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,5,HERRING,48.34483,-124.66889,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,6,HERRING,48.34364,-124.66889,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,8,HERRING,48.34373,-124.6699,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,9,HERRING,48.34482,-124.66399,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,11,HERRING,48.34524,-124.66959,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,12,HERRING,48.34525,-124.66519,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,14,HERRING,48.34532,-124.67092,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,15,HERRING,48.3453,-124.66545,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,16,HERRING,48.34541,-124.66963,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,19,HERRING,48.35129,-124.64196,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,21,HERRING,48.35046,-124.6445,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,29,HERRING,48.34351,-124.66575,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,31,HERRING,48.35027,-124.64583,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,32,HERRING,48.34757,-124.66141,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,34,HERRING,48.34715,-124.66205,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,35,HERRING,48.34338,-124.66906,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,37,HERRING,48.35057,-124.64489,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,38,HERRING,48.34551,-124.67127,5/10/2018,1,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,45,HERRING,48.34558,-124.67033,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,46,HERRING,48.3518,-124.64658,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,47,HERRING,48.35177,-124.64616,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,48,HERRING,48.35024,-124.65553,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,49,HERRING,48.35042,-124.65544,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,50,HERRING,48.35066,-124.65342,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/9/2018,Wa'atch River,WAA,MINNOW,51,HERRING,48.34991,-124.64569,5/10/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,FUKUI,53,HERRING,48.36969,-124.62358,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,FUKUI,59,HERRING,48.37473,-124.62868,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,FUKUI,61,HERRING,48.36978,-124.62375,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,FUKUI,65,HERRING,48.37512,-124.62877,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,MINNOW,3,HERRING,48.37486,-124.62862,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,MINNOW,10,HERRING,48.37463,-124.62868,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,MINNOW,13,HERRING,48.36941,-124.62328,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Neah Bay,NEB,MINNOW,39,HERRING,48.3695,-124.62347,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,7,HERRING,48.32061,-124.65704,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,28,HERRING,48.32045,-124.65878,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,42,HERRING,48.3205,-124.65785,5/11/2018,1,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,52,HERRING,48.31137,-124.65661,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,55,HERRING,48.32082,-124.65651,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,60,HERRING,48.3208,-124.65708,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,64,HERRING,48.32065,-124.65789,5/11/2018,1,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,66,HERRING,48.31128,-124.65603,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,70,HERRING,48.32045,-124.65748,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,79,HERRING,48.32023,-124.65864,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,83,HERRING,48.32045,-124.6582,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,FUKUI,88,HERRING,48.3205,-124.65759,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,2,HERRING,48.31118,-124.65604,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,17,HERRING,48.31142,-124.6565,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,18,HERRING,48.32058,-124.65791,5/11/2018,2,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,20,HERRING,48.32031,-124.65803,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,22,HERRING,48.32058,-124.65789,5/11/2018,2,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,23,HERRING,48.32011,-124.65862,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,24,HERRING,48.32039,-124.65809,5/11/2018,3,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,30,HERRING,48.32053,-124.65747,5/11/2018,1,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,33,HERRING,48.32044,-124.65685,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,36,HERRING,48.32089,-124.65647,5/11/2018,1,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,40,HERRING,48.32061,-124.65755,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Tsoo-Yess River,TSOO,MINNOW,44,HERRING,48.32091,-124.65721,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,25,HERRING,48.35075,-124.64428,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,26,HERRING,48.34731,-124.66191,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,27,HERRING,48.34352,-124.66905,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,41,HERRING,48.34703,-124.66225,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,43,HERRING,48.35058,-124.65319,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,54,HERRING,48.34532,-124.67125,5/11/2018,1,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,56,HERRING,48.34557,-124.67074,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,57,HERRING,48.34528,-124.66534,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,62,HERRING,48.35181,-124.64635,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,63,HERRING,48.34532,-124.67071,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,67,HERRING,48.34359,-124.66581,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,68,HERRING,48.34533,-124.66958,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,69,HERRING,48.35076,-124.6532,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,71,HERRING,48.34552,-124.67113,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,72,HERRING,48.34547,-124.6714,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,73,HERRING,48.35059,-124.64452,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,74,HERRING,48.34492,-124.66911,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,75,HERRING,48.34358,-124.66891,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,76,HERRING,48.35009,-124.64599,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,77,HERRING,48.35031,-124.65559,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,78,HERRING,48.34479,-124.66404,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,80,HERRING,48.34772,-124.6611,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,81,HERRING,48.35043,-124.64512,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,82,HERRING,48.34336,-124.66574,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,84,HERRING,48.3514,-124.64222,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,86,HERRING,48.3433,-124.66897,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,87,HERRING,48.34367,-124.6699,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,FUKUI,89,HERRING,48.35118,-124.64178,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,1,HERRING,48.34469,-124.66421,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,5,HERRING,48.34483,-124.66889,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,6,HERRING,48.34364,-124.66889,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,8,HERRING,48.34373,-124.6699,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,9,HERRING,48.34482,-124.66399,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,11,HERRING,48.34524,-124.66959,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,12,HERRING,48.34525,-124.66519,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,14,HERRING,48.34532,-124.67092,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,15,HERRING,48.3453,-124.66545,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,16,HERRING,48.34546,-124.66953,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,19,HERRING,48.35129,-124.64196,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,21,HERRING,48.35046,-124.6445,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,29,HERRING,48.34351,-124.66575,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,31,HERRING,48.35027,-124.64583,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,32,HERRING,48.34757,-124.66141,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,34,HERRING,48.34715,-124.66205,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,35,HERRING,48.34338,-124.66906,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,37,HERRING,48.35057,-124.64489,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,38,HERRING,48.34551,-124.67127,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,39,HERRING,48.34332,-124.6656,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,45,HERRING,48.34558,-124.67033,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,46,HERRING,48.3518,-124.64658,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,47,HERRING,48.35177,-124.64616,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,48,HERRING,48.35024,-124.65553,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,49,HERRING,48.35042,-124.65544,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,50,HERRING,48.35066,-124.65342,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/10/2018,Wa'atch River,WAA,MINNOW,51,HERRING,48.34991,-124.64569,5/11/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Neah Bay,NEB,FUKUI,3,HERRING,48.37612,-124.62881,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Neah Bay,NEB,FUKUI,7,HERRING,48.37498,-124.62832,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Neah Bay,NEB,MINNOW,10,HERRING,48.37495,-124.62829,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Neah Bay,NEB,MINNOW,12,HERRING,48.37615,-124.62878,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,27,HERRING,48.32071,-124.6567,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,28,HERRING,48.32044,-124.65726,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,56,HERRING,48.32049,-124.65744,5/24/2018,7,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,57,HERRING,48.32021,-124.6577,5/24/2018,6,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,58,HERRING,48.32036,-124.65816,5/24/2018,3,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,61,HERRING,48.32082,-124.65652,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,67,HERRING,48.32051,-124.6583,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,70,HERRING,48.32071,-124.65704,5/24/2018,3,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,71,HERRING,48.32053,-124.65759,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,77,HERRING,48.32047,-124.65783,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,79,HERRING,48.32035,-124.65751,5/24/2018,12,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,82,HERRING,48.32061,-124.65786,5/24/2018,3,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,83,HERRING,48.32043,-124.65877,5/24/2018,2,,,0,Fixed Long coordinate
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,FUKUI,86,HERRING,48.32034,-124.65871,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,13,HERRING,48.32054,-124.65742,5/24/2018,5,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,14,HERRING,48.32044,-124.65818,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,15,HERRING,48.32081,-124.65709,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,18,HERRING,48.32045,-124.65736,5/24/2018,9,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,19,HERRING,48.32026,-124.65775,5/24/2018,4,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,20,HERRING,48.32061,-124.65756,5/24/2018,3,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,21,HERRING,48.32065,-124.65788,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,22,HERRING,48.32055,-124.65791,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,23,HERRING,48.32061,-124.65697,5/24/2018,9,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,24,HERRING,48.32089,-124.65657,5/24/2018,4,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,29,HERRING,48.32048,-124.65759,5/24/2018,4,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,47,HERRING,48.32056,-124.65833,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,50,HERRING,48.32038,-124.65783,5/24/2018,5,,,0,
ON EFFORT,2018,May,5/23/2018,Tsoo-Yess River,TSOO,MINNOW,51,HERRING,48.32022,-124.65864,5/24/2018,7,,,0,Fixed Long coordinate
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,17,HERRING,48.34449,-124.67315,5/24/2018,1,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,25,HERRING,48.34361,-124.66889,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,26,HERRING,48.34524,-124.66518,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,38,HERRING,48.34436,-124.67368,5/24/2018,11,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,41,HERRING,48.34532,-124.67117,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,42,HERRING,48.34525,-124.66959,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,43,HERRING,48.34327,-124.66895,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,46,HERRING,48.34443,-124.67358,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,48,HERRING,48.34735,-124.66182,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,52,HERRING,48.34531,-124.67078,5/24/2018,1,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,53,HERRING,48.35007,-124.646,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,54,HERRING,48.34711,-124.66206,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,55,HERRING,48.35139,-124.64982,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,59,HERRING,48.34695,-124.66237,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,60,HERRING,48.35059,-124.65352,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,64,HERRING,48.3444,-124.6731,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,66,HERRING,48.34453,-124.67299,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,69,HERRING,48.34451,-124.67316,5/24/2018,1,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,72,HERRING,48.3475,-124.66273,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,73,HERRING,48.34335,-124.66559,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,75,HERRING,48.34444,-124.67291,5/24/2018,2,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,76,HERRING,48.34551,-124.67117,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,80,HERRING,48.34544,-124.67127,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,87,HERRING,48.35076,-124.65309,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,88,HERRING,48.3434,-124.66904,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,FUKUI,89,HERRING,48.34349,-124.66573,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,MINNOW,1,HERRING,48.34531,-124.66956,5/24/2018,0,,,0,
ON EFFORT,2018,May,5/23/2018,Wa'atch River,WAA,MINNOW,2,HERRING,48.34518,-124.66965,5/24/2018,0,,,0,
